Denumire,CUI,CAEN,Adresa,SF_AN,Active imobilizate,Active circulante,Stocuri,Creante,Casa si conturi la banci,Cheltuieli in avans,Datorii,Venituri in avans,Provizioane,Capitaluri,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,Venituri totale,Cheltuieli totale,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati
PAULINIO SRL,17541116,4711,"Municipiul Oradea, Str. NUFĂRULUI, Nr. 70, Bloc AN 70, Etaj 4, Apartament 14, Județ Bihor",2016,,16061,3453,7420,5188,,179388,,,-163327,200,,210822,210822,214151,0,3329,0,7547,2
PAULINIO SRL,17541116,4711,"Municipiul Oradea, Str. NUFĂRULUI, Nr. 70, Bloc AN 70, Etaj 4, Apartament 14, Județ Bihor",2019,,9820,,9567,253,,213205,,,-203385,200,,840,840,932,0,92,0,117,
PAULINIO SRL,17541116,4711,"Municipiul Oradea, Str. NUFĂRULUI, Nr. 70, Bloc AN 70, Etaj 4, Apartament 14, Județ Bihor",2017,,45854,29812,15544,498,,234153,,,-188299,200,,196737,196737,219741,0,23004,0,24972,2
FLORAVA COM SRL,6960763,4711,"Municipiul Oradea, Str. ONISIFOR GHIBU, Nr. 30, Bloc QB3, Apartament 47, Județ Bihor",2018,,54568,33678,6421,14469,1092,447425,,,-391765,200,,366189,366189,408675,0,42486,0,46148,2
FLORAVA COM SRL,6960763,4711,"Municipiul Oradea, Str. ONISIFOR GHIBU, Nr. 30, Bloc QB3, Apartament 47, Județ Bihor",2019,,77995,31335,2732,43928,1092,525521,,,-446434,200,,403099,403099,453736,0,50637,0,54668,2
FLORAVA COM SRL,6960763,4711,"Municipiul Oradea, Str. ONISIFOR GHIBU, Nr. 30, Bloc QB3, Apartament 47, Județ Bihor",2016,,143055,133466,4318,5271,1092,416296,,,-272149,200,,364567,364567,376198,0,11631,0,15277,3
FLORAVA COM SRL,6960763,4711,"Municipiul Oradea, Str. ONISIFOR GHIBU, Nr. 30, Bloc QB3, Apartament 47, Județ Bihor",2017,,81195,67592,4591,9012,1092,427904,,,-345617,200,,350593,350593,420556,0,69963,0,73468,2
GLOBO COM SRL,2592944,4711,"Municipiul Oradea, Str. PADISULUI, Nr. 26, Județ Bihor",2018,3957,52935,9229,3555,40151,21158,54153,,,23897,200,,76181,76320,53170,23150,0,21249,0,1
GLOBO COM SRL,2592944,4711,"Municipiul Oradea, Str. PADISULUI, Nr. 26, Județ Bihor",2019,3124,48641,9229,3555,35857,10574,6665,,,55674,200,,64367,64367,18605,45762,0,43830,0,
GLOBO COM SRL,2592944,4711,"Municipiul Oradea, Str. PADISULUI, Nr. 26, Județ Bihor",2017,4790,16126,9321,4405,2400,31742,50010,,,2648,200,,69590,69590,67004,2586,0,1890,0,2
GLOBO COM SRL,2592944,4711,"Municipiul Oradea, Str. PADISULUI, Nr. 26, Județ Bihor",2016,,11257,6321,4405,531,41551,52050,,,758,200,,88832,88832,87634,1198,0,63,0,2
FRAGUS EXIM SRL,9655403,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2018,2805,8624,8042,50,532,,128936,,,-117507,429,,137952,137952,145073,0,7121,0,8500,2
FRAGUS EXIM SRL,9655403,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2019,2805,6543,5810,50,683,,128419,,,-119071,429,,148607,148607,148686,0,79,0,1564,2
FRAGUS EXIM SRL,9655403,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2016,2805,14684,14135,50,499,,127573,,,-110084,429,,134212,134212,130448,3764,0,1080,0,3
FRAGUS EXIM SRL,9655403,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2017,2805,17017,15370,50,1597,,128829,,,-109007,429,,148494,148494,145932,2562,0,1077,0,3
FRAGUS M.F.PROD-COM SRL,67523,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2016,7700,41808,,,41808,,235,,,49273,200,,25200,25200,,25200,0,24444,0,
FRAGUS M.F.PROD-COM SRL,67523,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2017,7700,66258,,,66258,,241,,,73717,200,,25200,25480,280,25200,0,24444,0,
FRAGUS M.F.PROD-COM SRL,67523,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2018,7700,91678,,,91678,,247,,,99131,200,,26200,26700,500,26200,0,25414,0,
FRAGUS M.F.PROD-COM SRL,67523,4711,"Municipiul Oradea, Str. PASCAL, Nr. 14, Județ Bihor",2019,7700,118408,,,118408,,207,,,125901,200,,27600,28018,420,27598,0,26770,0,
MIAGHERD SRL,18988822,4711,"Municipiul Oradea, Str. PELICANULUI, Nr. 14, Județ Bihor",2018,4725,45678,34861,5744,5073,,395546,,,-345143,200,,202283,202283,240643,0,38360,0,40489,2
MIAGHERD SRL,18988822,4711,"Municipiul Oradea, Str. PELICANULUI, Nr. 14, Județ Bihor",2019,4725,118048,101894,13682,2472,,505014,,,-382241,200,,210645,210645,245615,0,34970,0,37098,2
MIAGHERD SRL,18988822,4711,"Municipiul Oradea, Str. PELICANULUI, Nr. 14, Județ Bihor",2016,4725,22705,15964,,6741,,315706,,,-288276,200,,178633,178633,184831,0,6198,0,8881,2
MIAGHERD SRL,18988822,4711,"Municipiul Oradea, Str. PELICANULUI, Nr. 14, Județ Bihor",2017,4725,12672,9070,1383,2219,,322051,,,-304654,200,,179388,179388,193972,0,14584,0,16378,2
VARVARA SRL,11854335,4711,"Municipiul Oradea, Str. PETRE TUTEA, Nr. 6A, Județ Bihor",2016,,,,,,,13750,,,-13750,200,,,0,,0,0,0,0,
UTANIKO IMPEX SRL,9805713,4711,"Municipiul Oradea, Str. PIONIERILOR, Nr. 12, Județ Bihor",2019,1382,3092,,1141,1951,,7362,,,-2888,200,,,0,3128,0,3128,0,3128,
UTANIKO IMPEX SRL,9805713,4711,"Municipiul Oradea, Str. PIONIERILOR, Nr. 12, Județ Bihor",2018,1382,10690,2275,1602,6813,,9680,,,2392,200,,,0,-338,338,0,338,0,
UTANIKO IMPEX SRL,9805713,4711,"Municipiul Oradea, Str. PIONIERILOR, Nr. 12, Județ Bihor",2017,1382,18638,2537,1229,14872,,17965,,,2055,200,,422559,422908,433667,0,10759,0,16195,2
UTANIKO IMPEX SRL,9805713,4711,"Municipiul Oradea, Str. PIONIERILOR, Nr. 12, Județ Bihor",2016,1382,47856,18757,15,29084,,30988,,,18250,200,,622915,623063,614168,8895,0,5351,0,3
RAULEX SRL,18973660,4711,"Municipiul Oradea, Str. PODULUI, Nr. 17, Bloc SERE NR.17, Apartament SP.COM., Județ Bihor",2016,19305,108246,87002,305,20939,761,70560,,,57752,200,,1964503,1964646,1897659,66987,0,57512,0,8
RAULEX SRL,18973660,4711,"Municipiul Oradea, Str. PODULUI, Nr. 17, Bloc SERE NR.17, Apartament SP.COM., Județ Bihor",2018,115423,107876,82604,1357,23915,1851,134165,,,90985,46200,,2409637,2410816,2357363,53453,0,41503,0,8
RAULEX SRL,18973660,4711,"Municipiul Oradea, Str. PODULUI, Nr. 17, Bloc SERE NR.17, Apartament SP.COM., Județ Bihor",2019,192056,104051,79434,2423,22194,977,217286,,,79798,46200,,2428728,2502579,2496738,5841,0,4865,0,8
RAULEX SRL,18973660,4711,"Municipiul Oradea, Str. PODULUI, Nr. 17, Bloc SERE NR.17, Apartament SP.COM., Județ Bihor",2017,14727,119140,85692,318,33130,757,33783,,,100841,46200,,2298743,2307874,2243034,64840,0,54601,0,8
ACCEPT IMPEX SRL,9262897,4711,"Municipiul Oradea, Str. PRIMĂRIEI, Nr. 10, SPAŢIU COMERCIAL 2, Județ Bihor",2018,,,,,,,184084,,,-184084,200,,0,0,,0,0,0,0,
ACCEPT IMPEX SRL,9262897,4711,"Municipiul Oradea, Str. PRIMĂRIEI, Nr. 10, SPAŢIU COMERCIAL 2, Județ Bihor",2017,,,,,,,184084,,,-184084,200,,0,0,,0,0,0,0,0
ACCEPT IMPEX SRL,9262897,4711,"Municipiul Oradea, Str. PRIMĂRIEI, Nr. 10, SPAŢIU COMERCIAL 2, Județ Bihor",2019,,,,,,,184084,,,-184084,200,,,0,,0,0,0,0,
ACCEPT IMPEX SRL,9262897,4711,"Municipiul Oradea, Str. PRIMĂRIEI, Nr. 10, SPAŢIU COMERCIAL 2, Județ Bihor",2016,,,,,,,184084,,,-184084,200,,33453,316864,354581,0,37717,0,40901,0
DANADA IMPEX SRL,5058038,4711,"Municipiul Oradea, Str. PROF. DR. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2016,298332,241669,202292,5504,33873,,345598,,,194403,200,,1692076,1695443,1651060,44383,0,38345,0,8
DANADA IMPEX SRL,5058038,4711,"Municipiul Oradea, Str. PROF. DR. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2018,282145,254043,225600,12535,15908,,231251,,,304937,47000,,2523179,2534582,2441707,92875,0,73410,0,9
DANADA IMPEX SRL,5058038,4711,"Municipiul Oradea, Str. PROF. DR. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2019,264547,185809,170242,5284,10283,,90029,,,360327,47000,,2881704,2895709,2828019,67690,0,55390,0,9
DANADA IMPEX SRL,5058038,4711,"Municipiul Oradea, Str. PROF. DR. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2017,299964,271974,256565,7751,7658,,340410,,,231528,47000,,1983447,1984207,1940985,43222,0,37124,0,8
EXPRES BUSINESS INVESTMENT SRL,28224245,4711,"Municipiul Oradea, Str. PROF. GHEORGHE COSTA-FORU, Nr. 7, Apartament 1, Județ Bihor",2016,156683,3281,,944,2337,,133909,,,26055,42500,,,0,88,0,88,0,88,
EXPRES BUSINESS INVESTMENT SRL,28224245,4711,"Municipiul Oradea, Str. PROF. GHEORGHE COSTA-FORU, Nr. 7, Apartament 1, Județ Bihor",2017,156683,2971,,949,2022,,133710,,,25944,42500,,,0,110,0,110,0,110,
ZAHIR SRL,22833150,4711,"Municipiul Oradea, Str. PROF.DR. GHEORGHE MARINESCU, Nr. 10, Județ Bihor",2016,,3163,3153,10,,,33218,,,-30055,200,,,0,,0,0,0,0,
ZAHIR SRL,22833150,4711,"Municipiul Oradea, Str. PROF.DR. GHEORGHE MARINESCU, Nr. 10, Județ Bihor",2018,,3163,3153,10,,,33218,,,-30055,200,,,0,,0,0,0,0,
ZAHIR SRL,22833150,4711,"Municipiul Oradea, Str. PROF.DR. GHEORGHE MARINESCU, Nr. 10, Județ Bihor",2017,,3163,3153,10,,,33218,,,-30055,200,,,0,,0,0,0,0,
ZAHIR SRL,22833150,4711,"Municipiul Oradea, Str. PROF.DR. GHEORGHE MARINESCU, Nr. 10, Județ Bihor",2019,,3163,3153,10,,,33219,,,-30056,200,,,0,,0,0,0,0,
TURIST SRL,64071,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 25, Etaj 5, Apartament 13, Județ Bihor",2018,2426,241680,,21420,220260,1334,9710,,,235730,15200,,93499,93680,54859,38821,0,36010,0,0
TURIST SRL,64071,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 25, Etaj 5, Apartament 13, Județ Bihor",2017,3102,212692,,7140,205552,,5474,,,210320,15200,,92994,93211,46560,46651,0,43855,0,0
TURIST SRL,64071,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 25, Etaj 5, Apartament 13, Județ Bihor",2019,4568,209395,,31497,177898,885,3734,,,211114,15200,,71944,72453,33894,38559,0,36385,0,0
TURIST SRL,64071,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 25, Etaj 5, Apartament 13, Județ Bihor",2016,3873,199058,,7190,191868,,6068,,,196863,15200,,93230,93368,60169,33199,0,30398,0,0
RO ATLAS IMPEX SRL,60487,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 55, Apartament 5, Județ Bihor",2018,,242907,198795,14760,29352,61667,288766,,,15808,200,,847634,849624,839984,9640,0,8098,0,4
RO ATLAS IMPEX SRL,60487,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 55, Apartament 5, Județ Bihor",2016,5605,153536,127605,21401,4530,58041,212664,,,4518,200,,714355,716000,704415,11585,0,10764,0,5
RO ATLAS IMPEX SRL,60487,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 55, Apartament 5, Județ Bihor",2017,5605,206204,163244,15366,27594,61667,270082,,,3394,200,,691812,693882,690082,3800,0,3192,0,4
RO ATLAS IMPEX SRL,60487,4711,"Municipiul Oradea, Str. REPUBLICII, Nr. 55, Apartament 5, Județ Bihor",2019,,400207,343280,17596,39331,20195,385597,,,34805,200,,1001425,1011125,982125,29000,0,18997,0,4
BRENTI COM SRL,5431136,4711,"Municipiul Oradea, Str. RIMANÓCZY KÁLMÁN, Nr. 21, Județ Bihor",2017,5608,73086,72730,300,56,,255864,,,-177170,400,,60771,60771,60947,0,176,0,1738,1
BRENTI COM SRL,5431136,4711,"Municipiul Oradea, Str. RIMANÓCZY KÁLMÁN, Nr. 21, Județ Bihor",2018,5608,106092,88860,15804,1428,,337943,,,-226243,400,,86625,86625,134833,0,48208,0,49073,2
BRENTI COM SRL,5431136,4711,"Municipiul Oradea, Str. RIMANÓCZY KÁLMÁN, Nr. 21, Județ Bihor",2019,5608,88401,88055,300,46,,386324,,,-292315,400,,109678,109678,174655,0,64977,0,66073,2
BRENTI COM SRL,5431136,4711,"Municipiul Oradea, Str. RIMANÓCZY KÁLMÁN, Nr. 21, Județ Bihor",2016,5608,7161,5280,300,1581,,188880,,,-176111,200,,63158,74386,62479,11907,0,9926,0,1
RABOT PROD SRL,7912322,4711,"Municipiul Oradea, Str. ROMAN CIOROGARIU, Nr. 17, Județ Bihor",2018,372397,77232,76286,645,301,,821593,,,-371964,210,,419278,421379,432700,0,11321,0,15534,3
RABOT PROD SRL,7912322,4711,"Municipiul Oradea, Str. ROMAN CIOROGARIU, Nr. 17, Județ Bihor",2019,372396,94359,93247,341,771,,863814,,,-397059,210,,458676,459541,480040,0,20499,0,25095,3
RABOT PROD SRL,7912322,4711,"Municipiul Oradea, Str. ROMAN CIOROGARIU, Nr. 17, Județ Bihor",2017,372397,51699,49741,1915,43,,780525,,,-356429,210,,402721,402721,429978,0,27257,0,30660,
RABOT PROD SRL,7912322,4711,"Municipiul Oradea, Str. ROMAN CIOROGARIU, Nr. 17, Județ Bihor",2016,369454,48392,41068,6577,747,,743616,,,-325770,210,,639875,639875,649405,0,9530,0,9530,
O.K. SERVCOM SRL,63963,4711,"Municipiul Oradea, Str. SAMUIL MICU-KLEIN, Nr. 12, Apartament 2A, Județ Bihor",2018,26951,218591,27112,143000,48479,3026,224850,,,23718,200,,555383,578644,512202,66442,0,60611,0,3
O.K. SERVCOM SRL,63963,4711,"Municipiul Oradea, Str. SAMUIL MICU-KLEIN, Nr. 12, Apartament 2A, Județ Bihor",2019,26951,193458,31496,140437,21525,3026,210671,,,12764,200,,279,279,11225,0,10946,0,10954,1
O.K. SERVCOM SRL,63963,4711,"Municipiul Oradea, Str. SAMUIL MICU-KLEIN, Nr. 12, Apartament 2A, Județ Bihor",2017,58382,189682,6221,154923,28538,3026,256358,,,-5268,200,,792427,888674,914540,0,25866,0,25866,2
O.K. SERVCOM SRL,63963,4711,"Municipiul Oradea, Str. SAMUIL MICU-KLEIN, Nr. 12, Apartament 2A, Județ Bihor",2016,173577,203703,125017,61203,17483,3026,359709,,,20597,200,,3350623,3350625,3236542,114083,0,88475,0,11
SARILMA COM SRL,6177770,4711,"Municipiul Oradea, Str. SELEUSULUI, Nr. 40, Județ Bihor",2018,983740,314760,92152,171440,45132,,879716,,,418784,600000,,2577971,3822220,3500449,321771,0,283550,0,3
SARILMA COM SRL,6177770,4711,"Municipiul Oradea, Str. SELEUSULUI, Nr. 40, Județ Bihor",2017,1912630,379750,148169,189544,36001,,2157145,,,135235,600000,,4212044,4218544,4063807,154737,0,122236,0,11
SARILMA COM SRL,6177770,4711,"Municipiul Oradea, Str. SELEUSULUI, Nr. 40, Județ Bihor",2019,982975,420428,94241,270004,50147,,709022,,,694381,600000,,4247873,4311971,3993323,318648,0,275597,0,2
SARILMA COM SRL,6177770,4711,"Municipiul Oradea, Str. SELEUSULUI, Nr. 40, Județ Bihor",2016,1717565,345681,141405,176069,22171,,2050247,,,12999,600000,,2543291,2544283,2428702,115581,0,95296,0,8
TERMOSTAL DISTRIBUŢIE SRL,27556068,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 26, Județ Bihor",2018,759,1048534,427670,565792,55072,,969096,,86,80111,800,,2060476,2070628,1925915,144713,0,132988,0,5
TERMOSTAL DISTRIBUŢIE SRL,27556068,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 26, Județ Bihor",2019,34,1031336,592717,409039,29580,,761045,,,270325,800,,1052624,1053277,902529,150748,0,140215,0,3
TERMOSTAL DISTRIBUŢIE SRL,27556068,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 26, Județ Bihor",2017,10701,1053022,451836,549302,51884,,1116600,,,-52877,800,,1818462,1825284,1675128,150156,0,133739,0,5
TERMOSTAL DISTRIBUŢIE SRL,27556068,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 26, Județ Bihor",2016,27226,1048772,456511,538021,54240,,1262614,,,-186616,800,,630854,632373,622371,10002,0,10002,0,3
LUMINET SRL,13375096,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 38/B, Bloc T 2, Apartament 41, Județ Bihor",2018,19653,2623,288,3,2332,,176846,,,-154570,200,,3026,3026,3340,0,314,0,406,
LUMINET SRL,13375096,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 38/B, Bloc T 2, Apartament 41, Județ Bihor",2019,18670,3224,288,4,2932,,177049,,,-155155,200,,3025,3025,3518,0,493,0,585,
LUMINET SRL,13375096,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 38/B, Bloc T 2, Apartament 41, Județ Bihor",2017,20636,1903,288,326,1289,,176703,,,-154164,200,,3025,3025,2410,615,0,523,0,
LUMINET SRL,13375096,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 38/B, Bloc T 2, Apartament 41, Județ Bihor",2016,21618,3573,288,895,2390,,179878,,,-154687,200,,2500,2500,2747,0,247,0,324,
FLORTOUR SRL,20762451,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 86, Județ Bihor",2018,5500,206148,187546,18388,214,0,292531,0,0,-80883,200,0,0,0,0,0,0,0,0,0
FLORTOUR SRL,20762451,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 86, Județ Bihor",2016,5500,206148,187546,18388,214,,292531,,,-80883,200,,0,0,,0,0,0,0,0
FLORTOUR SRL,20762451,4711,"Municipiul Oradea, Str. SELEUŞULUI, Nr. 86, Județ Bihor",2019,5500,5900,0,5900,0,0,292531,0,0,-281131,200,0,0,0,200248,0,200248,0,200248,0
IDANITA COM SRL,16467461,4711,"Municipiul Oradea, Str. CLUJULUI, Nr. 67, Apartament 1, Județ Bihor",2018,166468,40919,17704,11556,11659,,134570,,,72817,100000,,802653,802653,785855,16798,0,12290,0,5
IDANITA COM SRL,16467461,4711,"Municipiul Oradea, Str. CLUJULUI, Nr. 67, Apartament 1, Județ Bihor",2019,162058,13597,,7218,6379,,96757,,,78898,100000,,99277,99277,93196,6081,0,6081,0,2
IDANITA COM SRL,16467461,4711,"Municipiul Oradea, Str. CLUJULUI, Nr. 67, Apartament 1, Județ Bihor",2017,170878,83354,63066,1400,18888,,193705,,,60527,100000,,969896,969896,906059,63837,0,61589,0,5
IDANITA COM SRL,16467461,4711,"Municipiul Oradea, Str. CLUJULUI, Nr. 67, Apartament 1, Județ Bihor",2016,175288,34393,24387,5509,4497,,210743,,,-1062,100000,,799786,799786,762741,37045,0,37045,0,6
MAGMARI COM SRL,7347695,4711,"Municipiul Oradea, Str. CONSTANTEI, Nr. 10, Județ Bihor",2018,18175,179002,163741,774,14487,,47140,,,150037,200,,929695,929696,954645,0,24949,0,34246,1
MAGMARI COM SRL,7347695,4711,"Municipiul Oradea, Str. CONSTANTEI, Nr. 10, Județ Bihor",2016,19975,255474,249267,846,5361,,32761,,,242688,200,,793433,793435,881016,0,87581,0,87581,2
MAGMARI COM SRL,7347695,4711,"Municipiul Oradea, Str. CONSTANTEI, Nr. 10, Județ Bihor",2019,18175,182457,167555,774,14128,,136339,,,64293,200,,892114,893259,970082,0,76823,0,85744,1
MAGMARI COM SRL,7347695,4711,"Municipiul Oradea, Str. CONSTANTEI, Nr. 10, Județ Bihor",2017,18175,220345,206587,774,12984,,54238,,,184282,200,,923826,925901,963604,0,37703,0,46406,2
DIGIA SRL,16710950,4711,"Municipiul Oradea, Str. CONSTANTIN NOTTARA, Nr. 6, Bloc C6, Apartament 22, Județ Bihor",2016,,1496,1374,107,15,,48511,,,-47015,,,,0,,0,0,0,0,
DIGIA SRL,16710950,4711,"Municipiul Oradea, Str. CONSTANTIN NOTTARA, Nr. 6, Bloc C6, Apartament 22, Județ Bihor",2018,,1496,1374,107,15,,48511,,,-47015,200,,,0,,0,0,0,0,
DIGIA SRL,16710950,4711,"Municipiul Oradea, Str. CONSTANTIN NOTTARA, Nr. 6, Bloc C6, Apartament 22, Județ Bihor",2019,,1496,1374,107,15,,48511,,,-47015,200,,,0,,0,0,0,0,
DIGIA SRL,16710950,4711,"Municipiul Oradea, Str. CONSTANTIN NOTTARA, Nr. 6, Bloc C6, Apartament 22, Județ Bihor",2017,,1496,1374,107,15,,48511,,,-47015,,,,0,,0,0,0,0,
MADHOS PREST SRL,5609285,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 2/A, Bloc PB5, Apartament 1, Județ Bihor",2016,,22207,21232,,975,,127029,,,-104822,200,,17174,27423,64798,0,37375,0,37547,3
MADHOS PREST SRL,5609285,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 2/A, Bloc PB5, Apartament 1, Județ Bihor",2017,,19986,19391,,595,,161561,,,-141575,200,,3347,3347,40094,0,36747,0,36753,2
MARGIT COM SRL,6223753,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 6, Bloc D3, Apartament 1, Județ Bihor",2018,73281,46712,45794,164,754,120,254091,,,-133978,200,,275227,355387,307043,48344,0,44799,0,3
MARGIT COM SRL,6223753,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 6, Bloc D3, Apartament 1, Județ Bihor",2019,58376,52329,52085,164,80,936,263708,,,-152067,200,,271475,305238,320274,0,15036,0,18089,2
MARGIT COM SRL,6223753,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 6, Bloc D3, Apartament 1, Județ Bihor",2017,,45855,45641,170,44,,224632,,,-178777,200,,261665,301859,289876,11983,0,8964,0,3
MARGIT COM SRL,6223753,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 6, Bloc D3, Apartament 1, Județ Bihor",2016,592,40350,37292,2798,260,,228682,,,-187740,200,,184900,234901,211703,23198,0,20849,0,3
BIG PERLA SRL,72899,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 7, Județ Bihor",2016,288513,132832,,100644,32188,,54669,,,366676,25280,,96534,96808,28468,68340,0,65436,0,
BIG PERLA SRL,72899,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 7, Județ Bihor",2018,248256,330331,,243364,86967,64,47869,,,530782,25280,,111708,111708,30170,81538,0,78186,0,
BIG PERLA SRL,72899,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 7, Județ Bihor",2017,268385,232305,,231364,941,,48094,,,452596,25280,,118799,118799,29315,89484,0,85920,0,
BIG PERLA SRL,72899,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 7, Județ Bihor",2019,228127,428391,,269385,159006,102,47939,,,608681,25280,,111484,111484,30241,81243,0,77899,0,
HAIDUSAN SRL,10957952,4711,"Municipiul Oradea, Str. COSTACHE NEGRUZZI, Nr. 13, Bloc PB60, Apartament 1, Județ Bihor",2018,32552,4013,,761,3252,,146268,,,-109703,200,,195436,196584,367322,0,170738,0,172704,7
HAIDUSAN SRL,10957952,4711,"Municipiul Oradea, Str. COSTACHE NEGRUZZI, Nr. 13, Bloc PB60, Apartament 1, Județ Bihor",2019,32443,17488,,,17488,,237893,,,-187962,200,,260433,275233,350738,0,75505,0,78259,6
HAIDUSAN SRL,10957952,4711,"Municipiul Oradea, Str. COSTACHE NEGRUZZI, Nr. 13, Bloc PB60, Apartament 1, Județ Bihor",2017,41504,36744,,,36744,,15247,,,63001,200,,262250,265043,260189,4854,0,2204,0,6
HAIDUSAN SRL,10957952,4711,"Municipiul Oradea, Str. COSTACHE NEGRUZZI, Nr. 13, Bloc PB60, Apartament 1, Județ Bihor",2016,18954,52657,,,52657,,10814,,,60797,200,,196828,196828,131245,65583,0,63615,0,3
TINIMODI SRL,4240537,4711,"Municipiul Oradea, Str. CRIVATULUI, Nr. 68, Județ Bihor",2018,,71610,46647,4822,20141,,43470,,,28140,200,,1224391,1227353,1224350,3003,0,0,7283,7
TINIMODI SRL,4240537,4711,"Municipiul Oradea, Str. CRIVATULUI, Nr. 68, Județ Bihor",2019,,107057,64248,6073,36736,,62777,,,44280,45000,,1399916,1401285,1386755,14530,0,6490,0,7
TINIMODI SRL,4240537,4711,"Municipiul Oradea, Str. CRIVATULUI, Nr. 68, Județ Bihor",2017,,80232,45530,3872,30830,,44809,,,35423,200,,1035602,1036696,985829,50867,0,40500,0,6
TINIMODI SRL,4240537,4711,"Municipiul Oradea, Str. CRIVATULUI, Nr. 68, Județ Bihor",2016,,24843,18141,543,6159,,29920,,,-5077,200,,392696,392696,385863,6833,0,2907,0,3
NUFARUL COMPLEX SRL,64110,4711,"Municipiul Oradea, Str. DIMITRIE CANTEMIR, Nr. 79, Bloc CL2, Județ Bihor",2018,120034,148771,90929,4128,53714,,266450,,,2355,45000,,4129275,4136389,4178082,0,41693,0,67464,18
NUFARUL COMPLEX SRL,64110,4711,"Municipiul Oradea, Str. DIMITRIE CANTEMIR, Nr. 79, Bloc CL2, Județ Bihor",2017,136133,159162,80476,10416,68270,,269477,,,25818,1000,,3530766,3532517,3519012,13505,0,0,3168,15
NUFARUL COMPLEX SRL,64110,4711,"Municipiul Oradea, Str. DIMITRIE CANTEMIR, Nr. 79, Bloc CL2, Județ Bihor",2016,97554,142513,104193,4238,34082,,211078,,,28989,1000,,3250568,3260081,3211237,48844,0,48844,0,15
NUFARUL COMPLEX SRL,64110,4711,"Municipiul Oradea, Str. DIMITRIE CANTEMIR, Nr. 79, Bloc CL2, Județ Bihor",2019,90951,180423,142755,5898,31770,,272760,,,-1386,45000,,4743551,4757072,4755022,2050,0,0,3741,16
AURA MAGAZINE SRL,12331628,4711,"Municipiul Oradea, Str. DIMITRIE CANTEMIR, Nr. 9-11, Județ Bihor",2018,,76174,75677,,497,,161151,,,-84977,200,,201655,201655,192984,8671,0,6654,0,2
